Round Name,Battle ID,Team 1 ID,Team 2 ID
round5,01084d3c-9d4e-4aa5-86f0-1d1560fcffa1,180489,171668
round5,05e0325b-5704-41f5-91d0-cf1d93cb57d7,178199,180286
round5,06b53a48-a39a-49e3-88d3-f0e36ad3a29e,181267,182431
round5,0766fe5a-06b0-467d-be64-32dced4ab838,176060,171781
round5,091f5cab-7ce3-4685-b67f-792291325c8a,181225,178316
round5,14495d6f-b1fa-49fd-8d02-ad4119bc62b6,180703,181280
round5,17f55852-99db-4ddb-a653-80a576c18d68,171967,181743
round5,1887f6eb-4cfe-49d5-a840-e6c9f83ec61e,181896,180742
round5,260f3754-f68b-4cf9-bed4-311134850f87,182437,177335
round5,277e9b2b-859e-4d4e-8566-4b8c909acd61,179637,169669
round5,2f772c7f-514d-413c-9890-6446df09dc75,178210,172991
round5,316e374e-3bb2-41a6-8cc8-32da5c61f0a7,182396,170840
round5,56879541-c0c8-44fe-bb0c-947fec20c9d0,181108,174233
round5,5d4793d8-5673-4dee-93eb-74c4b1375063,180350,174967
round5,7870fe1d-ce6a-4aff-be54-57dfb4ab39e3,181981,181106
round5,88c0f1c2-5897-44f0-99fc-d7b43c2ffe47,172729,180796
round5,9a6efb13-add5-4b39-b596-17202544cbe9,170542,170332
round5,a01c0c9f-3363-44d7-b102-f5eb989c974f,181238,181311
round5,a350fccb-d6c2-4225-b13a-2edefb1d3bdd,178976,178202
round5,a79b4066-9c96-4f12-8413-cc92dea1580b,180179,175420
round5,b2b5d7bb-f54f-4273-99e8-0f79a68ec042,180272,182053
round5,b9f37dd6-4208-4ed3-a728-62abac43d2aa,180172,177989
round5,bece091e-2199-42fe-8cbb-889a7f9d12da,182413,169763
round5,c8978404-9999-4406-9c1b-2aa2a45757cc,178052,181301
round5,cf7f0f6d-a9bd-4a6d-843d-7391e40acb0c,182140,173575
round5,d2acc73e-acdb-4242-a99b-599b457d9bed,178608,172921
round5,d41e0f19-f4eb-420c-9852-b674224d9a51,181170,181895
round5,dd04fd93-d36d-48ac-9e77-2a7b545a8d5a,181156,181359
round5,dd11ab82-3edb-47e4-8175-d6ac09b6c7ce,177771,171465
round5,e22ef51d-c0b7-4f4d-b9c8-d70202a4fa90,177770,181438
round5,f17f0b97-619c-43e1-964f-1153bb797c8e,181710,178415
round5,f3ff2cf9-a226-41fb-b9bc-a75af31b4d48,181210,181320
